Skill Name
NGA-PE-50J.2-Joining Plastic Pipe-Compression (Lycofit - Hydraulic)
NGA-PE-50J.3-Joining Plastic Pipe-Compression (Metfit - Manual)
NGA-PE-50J.4-Joining Plastic Pipe-Compression (Metfit - Hydraulic)
NGA-PE-50J.5-Joining Plastic Pipe-Compression (Dresser POSIHOLD)
NGA-PE-50K.1-Joining Plastic Pipe-Compression (Service Head Adapter - Separate Stiffener)
NGA-PE-50K.2-Joining Plastic Pipe-Compression (Service Head Adapter - Integral Stiffener)
NGA-PE-51D/E/F-Tapping a Self Tapping Tee (Plastic and Steel)
NGA-PE-51D/E/F-Tapping a Self Tapping Tee (Plastic and Steel)
NGA-PE-51J.1-Joining Plastic Pipe-Compression (Permalock Mechanical Tapping Tee)
NGA-PE-51J.2-Joining Plastic Pipe-Compression (Lycofit Mechanical Tapping Tee)
NGA-PE-51J.3-Joining Plastic Pipe-Compression (ConStab Mechanical Tapping Tee)
NGA-PE-55A-Maintaining a Pipeline Compressor Station
NGA-PE-55B-Maintaining a Pipeline Compressor Station (ESD Only)
NGA-PE-56-Operating a Pipeline Compressor Station
NGA-PE-57-Repairing a Compressor
NGA-PE-58-Maintaining Gas Detection Systems and Alarms in Compressor Stations
NGA-PE-59A-Controlling and Monitoring Gas Pressures and Flows (Remotely)
NGA-PE-59B-Controlling and Monitoring Gas Pressures and Flows (Locally)
NGA-PE-60A-Operating Remote Control Valves (Remotely)
NGA-PE-60B-Operating Remote Control Valves (Locally)
"NGA-PE-61A-Inspecting a Mechanical Pressure Recording Chart, Including Verification of Accuracy"
"NGA-PE-61B-Inspecting a Mechanical Pressure Recording Chart, Excluding Verification of Accuracy"
"NGA-PE-62A-Inspect a Pressure Regulator Station, Including Heating Equipment"
"NGA-PE-62B-Inspect a Pressure Regulator Station, Excluding Heating Equipment"
NGA-PE-63-Inspect and Test Pressure Regulators and Overpressure Protection at a Pressure Regulator Station
NGA-PE-64-Inspecting Telemetering Equipment
NGA-PE-65-Bypassing a Regulator
NGA-PE-66-Inspecting an Electronic Pressure Recording Device
NGA-PE-67-Inspecting a Pressure Regulator Vault
NGA-PE-68A-Operating an Injection Type Odorizer
"NGA-PE-68B-Operating an Absorption Type Odorizer (Bypass, Wick)"
NGA-PE-68C-Operating an Odorizer-Transferring Odorant
NGA-PE-69-Monitoring Natural Gas Odorization Levels
NGA-PE-69B-Sniff Test
NGA-PE-72A.1-Installing and Turning Off Meters (All Sizes) Including Regulators
NGA-PE-72A.2-Installing and Turning Off Meters (All Sizes) Excluding Regulators
NGA-PE-72B.1-Installing and Turning Off Meters (Residential and Small Commercial) Including Regulators
NGA-PE-72B.2-Installing and Turning Off Meters (Residential and Small Commercial) Excluding Regulators
NGA-PE-72C-Turning Off Meters (Only)
"NGA-PE-72D-Inspecting, Testing, and Adjusting Service Regulators"
NGA-PE-73-Inspecting and Maintaining Air Compressors at LP-Air Plants
NGA-PE-74-Inspecting and Maintaining Instrument Air Dryers at LP-Air Plants
NGA-PE-75-Inspecting and Maintaining Emergency Shutoff Systems at LP-Air Plants
NGA-PE-76-Maintaining Fire Protection Systems at LP-Air Plants
"NGA-PE-77-Inspecting and Maintaining Storage Tanks, Piping, Valves and Fittings at LP-Air Plants"
NGA-PE-78-Inspecting and Maintaining Vapor Compressors at LP-Air Plants
"NGA-PE-79-Inspecting, Operating and Maintaining Vapor Detection Systems at LP-Air Plants"
NGA-PE-80-Inspecting and Maintaining Propane Vaporizers at LP-Air Plants
"NGA-PE-81-Loading, Unloading and Transferring Liquid Propane at LP-Air Plants"
NGA-PE-82-Inspecting and Maintaining Auxillary Power Sources at LP-Air Plants
NGA-PE-83-Operating a Propane Air Plant
NGA-PE-84A-Bending Steel Pipe (Manual)
NGA-PE-84B-Bending Steel Pipe (Hydraulic)
NGA-WE-85A-Meter Assembly Abnormal Operating Conditions
NGA-PE-86- Interior Jurisdictional Piping Safety Inspections
NGA-PE-86/87-PV-Interior Jurisdictional Piping Safety Inspections (Plumbers Version)
NGA-CERT-87-Journeyman Registration/Certification from LMP
NGA-PE-86/87-PV-Interior Jurisdictional Piping Safety Inspections (Plumbers Version)
"NGA-PE-87A-PV-Interior Jurisdictional Piping Construction and Maintenance Activities, Including Pressure Testing of Piping (Plumbers Version)"
NGA-CERT-87-Journeyman Registration/Certification from LMP
NGA-PE-86/87-PV-Interior Jurisdictional Piping Safety Inspections (Plumbers Version)
NGA-PE-88-Operation of a Combustible Gas Indicator
NGA-PE-89A-Bypassing a Meter  (Bypass Meter Bar)
NGA-PE-89B-Bypassing a Meter  (Solid or Temporary Bypass)
NGA-PE-89C-Bypassing a Meter  (CNG Supply)
NGA-PE-90-Pigging Debris or Water from a Main or Service
NGA-PE-91-Operating a Pig Launcher and Receiver 
NGA-PE-92A-Conducting ECDA Field Inspections (ACCA)
NGA-PE-92B-Conducting ECDA Field Inspections (ACVG)
NGA-PE-92C-Conducting ECDA Field Inspections (DCVG)
NGA-PE-93-Performing Axial or Window Cuts on a Casing Pipe Containing an Energized Pipeline
NFG-2019 Stopping/Bagging Requal (Attendance)
NFG-WE-001-Inspecting for Shorted Casings
NFG-WE-002A-Measuring Pipe-to-Soil Potential Mains
NFG-WE-002B-Measure Pipe-to-Soil Potential Services
NFG-WE-002C-Diagnosis Pipe-to-Soil Potential
NFG-WE-003-Conduct a Soil Resistivity Survey
NFG-WE-004-Conducting Interference Testing
"NFG-WE-005-Electrically Checking for Proper Performance Reverse Current Switches, Diodes, and Interference Bonds"
NFG-WE-006-Inspecting for Atmospheric Corrosion
NFG-WE-007-Ensure Operation of a Rectifier
NFG-WE-008-Visually Inspecting for Internal Corrosion
NFG-PE-009A-Remove Coupons/Sample Gas or Liquids for Analysis and Evaluation of Internal Corrosion – (Remove Coupons)
NFG-PE-009B-Remove Coupons/Sample Gas or Liquids for Analysis and Evaluation of Internal Corrosion – (Sampling Gas or Liquids)
NFG-WE-01-INSPTFD-NFG Inspector or Distribution Contractor Foreman
NFG-PE-01-REL-FC-RELIGHT FIELD CERTIFIED- Required to do unassisted relights
NFG-PE-01-REL-CT-RELIGHT EVALUATION
NFG 01 Relights EXAM - 01-REL-CT: RELIGHTS
NFG-WE-01-INSPTSP-NFG Supply Corp Inspector or Contractor for Supply Jobs
NFG-WE-01-INSPTWI- NFG Welding Inspector
NFG-WE-01-Task200-Supply Annual O M Review
NFG-WE-010-Clear a Shorted Casing
NFG-WE-011/012/017H-SOE: Pipe Coatings (Paint)
NFG-WE-011A-Applying Pipe Coating in the Field – (Includes Trenton Wrap and Epoxy Patch Stick)
NFG-WE-011B-Applying Pipe Coating in the Field – (Includes 2 Part Epoxy and Shrink Sleeves)
NFG-WE-012-Cleaning and Either Coating or Jacketing Pipe for Atmospheric Corrosion – (Includes Paint and Trenton)
NFG-WE-013-Installing/Replacing a Rectifier on a Pipeline
NFG-WE-014A-Installing/Replacing an Anode on a Pipeline
NFG-WE-014B-Install/Replace Impressed Current Anodes on a Pipeline
NFG-WE-015A-Installing/Replacing and Testing Electrical Isolation Couplings on a Pipeline – (Includes Installing and Replacing)
NFG-WE-015B-Installing/Replacing and Testing Electrical Isolation Couplings on a Pipeline – (Includes Testing and Troubleshooting)
NFG-WE-016A-Install/Replace a Corrosion Test Station on a Pipeline – (Includes Running the Wires to the Test Station)
NFG-WE-016B-Install/Replace a Corrosion Test Station on a Pipeline- (Includes Wiring the Test Head)
NFG-WE-017-Repair Coating on a Steel Pipelines
NFG-WE-018A-Conducting Gas Leakage Surveys (FI Use)
NFG-WE-18A-SOE: Conducting Gas Leakage Surveys (Mobile and Walking)
NFG-WE-018B-Conducting Gas Leakage Surveys – (Inside Portion When Meter Inside)
NFG-WE-018B/19B-Patrolling/Leakage Surveys  - (Inside Portion When Meter Inside)
NFG-WE-019A-Patrolling and Inspecting Pipelines
"NFG -WE-019A-SOE-Patrolling-Inspecting Right of Ways, Pipeline Markers and Exposed Above Ground Mains"
NFG-WE-019B-Patrolling and Inspecting Pipelines – (Inside Portion When Meter Inside)
NFG-PE-020A-Investigating leak/Odor Complaints - Inside
NFG-WE-020A-SOE: Investigating Leak or Odor Complaints (Inside and Outside)
NFG-PE-020B-Investigating leak/Odor Complaints - Outside
NFG-WE-020D-SOE: Leak Classification
NFG-WE-021-Line Locating and Mark Out
NFG-WE-021-SOE: Line Locating and Mark Out
NFG-PE-021FC-Line Locating and Mark Out – Field Certification
NFG-WE-021SP-Line Locating and Mark Out – Supply Line Only
NFG-WE-022-Inspection of 3rd Party Excavations for Damage Prevention/Cast Iron Encroachment
NFG-WE-022B-SOE: Inspecting of 3rd Party Excavations for Damage Prevention
NFG-WE-023-Inspecting the Condition of Exposed Metallic Pipe or Pipe Coating
NFG-WE-024-Inspect Pipe for Damage
NFG-WE-025-Repair Transmission Line Leaks
"NFG-WE-026A-Repair and Maintain Transmission Line Valves – MRC, Supply"
NFG-WE-026B-Repair and Maintain Transmission Line Valve Operator – Electricians and Panel Techs
NFG-WE-027-Lubricate Transmission Line Valves
NFG-WE-028-Uprating – Engineering Task
NFG-WE-029A-Repair Distribution Line Leaks – Contractors Incidental leaks
NFG-WE-029B-Repair Distribution Line leaks – Standard Methods
NFG-WE-029C-Repair Distribution Line Leaks - Encapsulation
NFG-WE-030A-Repair a Non-Leaking Pipe – Standard Methods
NFG-WE-030B-Repair a Non-Leaking Pipe – Clock Spring
NFG-WE-030C-Repair a Non-Leaking Pipe – Perma Wrap
NFG-WE-030D-Repair a Non-leaking Pipe – Armor Plate
"NFG-WE-031A-Installation of Pipe – Storage, Handling"
NFG-WE-031B-Installation of Pipe – In Open Ditch
NFG-WE-031C-Installation of Pipe – Horizontal Directional Drilling
NFG-WE-031D-Installation of Pipe – Horizontal Boring (Piercing Tools)
NFG-WE-031E-Installation of Pipe – Vibratory Plowing
NFG-WE-031F-Installation of Pipe – Dead Insertion
NFG-WE-031G-Installation of Pipe – Live Insertion
NFG-WE-032A-Purging a Pipeline into Service –  Standard Methods
NFG-WE-032B-Purging a Pipeline into Service - Ranerex
NFG-WE-033A-Purging a Pipeline Out of Service – Standard Methods
NFG-WE-033B-Purging a Pipeline Out of Service – Flaring Trailer
NFG-WE-034A-Performing Pressure Test on a Pipeline – Standard Methods
NFG-WE-034B-Performing Pressure Test on a Pipeline - Hydrotest
NFG-PE-035A-Stopping Gas Flow - Bagging
NFG-PE-035B-Stopping Gas Flow - Squeezing
NFG-PE-035D-Stopping Gas Low – Williamson 2”- 4”
NFG-PE-035E-Stopping Gas Flow – Williamson 6”- 8”
NFG-PE-035F-Stopping Gas Flow – Mueller up to 4”
"NFG-PE-035G-Stopping Gas Flow – Mueller 6” or Greater, Williamson 8” or Greater"
NFG-WE-036-Abandonment or Deactivation of Facilities
NFG-PE-037A-Tapping Pipelines Under Pressure – Steve Vick
NFG-PE-037B-Tapping Pipelines Under Pressure – Footage LP tool
NFG-PE-037C-Tapping Pipelines Under Pressure – Williamson 2”- 4”
NFG-PE-037D-Tapping Pipelines Under Pressure – Williamson 6”- 8”
NFG-PE-037E-Tapping Pipelines Under Pressure – Mueller up to 4”
"NFG-PE-037F-Tapping Pipelines Under Pressure – Mueller 6” or Greater, Williamson 8” or Greater"
NFG-WE-038-Starting Up or Shutting Down Any Part of a Pipeline That Could Cause the MAOP to be Exceeded
NFG-WE-039-Remove Service Tee or Fitting From Steel or Cast Iron Mains
NFG-WE-040-Install/Replace Tracer Wire
NFG-WE-040-SOE: Install/Replace Tracer Wire
NFG-WE-041-Inspect and Operate Valves
"NFG-WE-041/042-SOE: Inspecting, Lubricating, Repairing and Operating Distribution Valves"
NFG-WE-042-Repair and Maintain Distribution Line Valves
NFG-WE-043-Lubricate Distribution Line Valves
NFG-PE-044-Repair Inline Welds
NFG-WE-045-Restore Service
NFG-WE-047-Abandon a Gas Service Line
"NFG-PE-048-Tubing and Fitting Installation: Instrument, Control, and Sampling"
NFG-WE-48-Tubing and Fitting Installation EXAM
NFG-WE-049-Mechanical Joining of Pipe Other Than Plastic
NFG-PE-050A-Joining Plastic Pipe – Stab fitting
NFG-WE-050A-Joining Plastic Pipe -Stab Fitting
NFG-PE-050B-Joining Plastic Pipe – All Other Mechanical Methods
NFG-WE-050B-Joining Plastic Pipe - All Other Mechanical Methods
NFG-PE-050C-Joining Plastic Pipe – Butt Fuse – Manual Machine
NFG-WE-050C-Joining Plastic Pipe - Butt Fuse - Manual Machine
NFG-PE-050D-Joining Plastic Pipe – Butt Fuse – Hydraulic Machine
NFG-WE-050D-Joining Plastic Pipe - Butt Fuse - Hydraulic Machine
NFG-PE-050E-Joining Plastic Pipe – Electrofusion
NFG-WE-050E-Joining Plastic Pipe - Electrofusion
NFG-PE-051-Install Self Tapping Tee
NFG-WE-051-Install Self Tapping Tee
NFG-WE-052-Inspect Plastic Pipe Fusion Joint
NFG-WE-053-Non-Destructive Testing of Welds
NFG-PE-054-Welding on a Pipeline
NFG-WE-059-Controlling and Monitoring Gas Pressures and Flows
NFG-WE-060-Operation of Remote Control Valves
NFG-WE-061-Inspect Recording Gauge
NFG-PE-062A-Inspect and Test Pressure Regulator Station – MRC Tech
NFG-PE-063A-Install and Test Overpressure Protection – MRC Tech
NFG-PE-063B-Install and Test 2” Overpressure Protection -  Non-MRC Tech
NFG-063B: EXAM 063B-Install and Test 2” Overpressure Protection - Non-MRC Tech
NFG-PE-063C-Inspect and Test B-38 Service Regulator
NFG-063C: EXAM 063C-Inspect and Test B-38 Service Regulator
NFG-PE-064A-Inspect Telemetering Equipment at a Pressure Limiting or Regulating Station – MRC Tech
NFG-PE-064B-Inspect Telemetering Equipment at a Pressure Limiting or Regulating Station – Panel Tech & Electricians
NFG-WE-065-Bypass a Regulator
NFG-WE-066-Field Interpretation of Pressure Recording Charts
NFG-WE-067-Inspecting a Pressure Regulator Vault
NFG-WE-068-Operating an Odorizer
NFG-WE-069-Monitoring Natural Gas Levels
NFG-PE-069A-Monitoring Natural Gas Levels - MRC Tech
NFG-WE-069B-Monitor Natural Gas Odorization Levels – Customer Service
"NFG-WE-06A-SOE: Inspecting for Atmospheric Corrosion, Including Evaluation and Remediation"
NFG-WE-070-Properties of Natural Gas and Abnormal Operating
NFG-WE-070-SOE: Properties of Natural Gas and AOC's
NFG-WE-071-Operator Excavation and Backfilling in the Vicinity of a Pipeline
NFG-WE-071-SOE: Excavation and Backfill
NFG-WE-072-Installation of Customer Meters and Regulators
NFG-WE-084-Bending of Steel Pipe
NFG-WE-085-SOE: Meter Assembly AOC's
NFG-RS128 - Surveys of NORM for Pigging Operations and Filter Maintenance
"Respirator Program, Use & Inspection"
Respirator Medical Questionnaire Review and/or Physical (other than N95)
MSA Full Face Cartridge and/or Supplied Air
MSA 1/2 Face Cartridge
Scott Full Face Supplied Air
Welder Hood Full Face Supplied Air
Respirator Program Use & Inspection N95
N95 Fit Test
Respirator Medical Questionnaire Review and/or Physical (N95)
NFG-WE-RS418  Silica Awareness Training
NFG-WE-RS430 - Scaffolding
Fall Protection Equipment Inspection - Semi-Annual
8HR annual refresher-WE-Expires 12 Months
40HR Initial Training - WE- Expires 360 Months
24HR Initial Training - WE- Expires 360 Months
8HR annual refresher-WE-Expires 12 Months
NFG-WE-52 Inspection of Vintage Pipe Joints
NFG-WE-800-Operating Procedure Manual Annual Update
NFG-WE-801-Part 1 - O & M Onboarding
NFG-WE-802-Part 2 - O & M Onboarding
NFG-WE-803-Part 3 - O & M Onboarding
NFG-WE-804-Part 4 - O & M Onboarding
NFG-WE-805-Part 5 - O & M Onboarding
NFG-WE-806-Part 6 - O & M Onboarding
NFG-WE-819 2019 Requal O & M Updates EXAM
NFG-WE-820-2020 Requal O & M Updates EXAM
NFG-WE-821-2021 Requal O & M Updates EXAM
NFG-Pipe to Soil Training
NFG-Transmission Repair Training
NFG-WE-DP-NY-SOE: State Damage Prevention Regulations
NFG-WE-ElectSafety-Electric Safety
NFG-PE-FireSchool-Fire School
NFG-WE-RE114-Hazardous Materials Spill Awareness
"NFG-PE-RE204.1-24 HOUR HAZWOPER (8 Hour Annual Refresher, given no lapse in initial training)"
"NFG-PE-RE204.2-40 HOUR HAZWOPER (8 Hour Annual Refresher, given no lapse in initial training)"
NFG-PE-RE204.3-8 HOUR HAZWOPER REFRESHER
NFG-WE-RE300-PCB PROCEDURE
NFG- RE419: NY-NY Annual Coal Tar Variance- 2 Hour Refresher
NFG-WE-RE419-NY Annual Coal Tar Variance
NFG-WE-RE421-Hazardous Material Transport Function
NFG-WE-RE425-PCB Wipe Test
NFG-WE-RE426-PCB Procedures for Sampling/Testing Storage Well Tubing
NFG-WE-RM107-Safety Coordinator
NFG-PE-RM250-Respirator/DOT Physical (replaced with RS302)
