Skill Name
NGA-PE-01-Inspecting for Shorted Casings
NGA-PE-02-Measuring Pipe-To-Soil Potential
NGA-PE-02-Measuring Pipe-To-Soil Potential
NGA-PE-02C-Measuring Pipe-to-Soil Potential (Close Interval Survey)
NGA-PE-03-Conducting a Soil Resistivity Survey
NGA-PE-04-Conducting Interference Testing
NGA-PE-04-Conducting Interference Testing
"NGA-PE-05A-Electrically Checking for Proper Performance of Diodes and Interference Bonds, Including Testing for A/C Mitigation"
"NGA-PE-05B-Electrically Checking for Proper Performance of Diodes and Interference Bonds, Excluding Testing for A/C Mitigation"
NGA-PE-06A-Measuring Wall Loss
NGA-PE-06A/06B-Visually Evaluating Severity of Atmospheric Corrosion
NGA-PE-06A/06B-Visually Evaluating Severity of Atmospheric Corrosion
NGA-PE-07/13A-Ensuring Operation of a Rectifier on a Pipeline (Including Troubleshooting)
NGA-PE-07/13B-Ensuring Operation of a Rectifier on a Pipeline (Excluding Troubleshooting)
NGA-PE-09-Removing Coupons/Sample Gas or Liquids for Analysis and Evaluation of Internal Corrosion
NGA-PE-10-Clearing a Shorted Casing
NGA-PE-11/12/17B-Pipe Coatings (Hot Applied Tape)
NGA-PE-11/12/17C-Pipe Coatings (Heat Shrink Sleeve)
NGA-PE-11/12/17D-Pipe Coatings (Wax Tape)
NGA-PE-11/12/17E-Pipe Coatings (Mastic)
NGA-PE-11/12/17F-Pipe Coatings (Cold Applied Tape)
NGA-PE-11/12/17G-Pipe Coatings (Two Part Epoxy)
NGA-PE-11/12/17H-Pipe Coatings (Single Coating System Paint)
NGA-PE-11/12/17I-Pipe Coatings (Multi-Layer Coating System)
NGA-PE-11/12/17J-Electrical Coating Holiday Detection (Jeeping)
NGA-PE-14/16A-Installing/Replacing an Anode or Test Station on a Pipeline by Exothermic Welding
NGA-PE-14/16B-Installing/Replacing an Anode or Test Station on a Pipeline by Mechanical Connection
NGA-PE-15-Testing Electrical Isolation Fittings
NGA-PE-14/16A-Installing/Replacing an Anode or Test Station on a Pipeline by Exothermic Welding
NGA-PE-14/16B-Installing/Replacing an Anode or Test Station on a Pipeline by Mechanical Connection
NGA-PE-18A.1-Leak Survey (Flame Ionization)
NGA-PE-18A.2-Leak Survey (Optical Infrared)
NGA-PE-18A.3-Leak Survey (Laser)
NGA-PE-18A.4-Leak Survey (Catalytic/Semiconductor)
NGA-PE-18B.1-Leak Survey (Interior Jurisdictional Piping)
NGA-PE-88-Operation of a Combustible Gas Indicator
NGA-PE-201A-Removing Water or Liquids from a Drip or Main (Low-Pressure Drip)
NGA-PE-201B-Removing Water or Liquids from a Drip or Main (Elevated-Pressure Drip)
NGA-PE-202A-Clearing a Service Line Using CNG
NGA-PE-202B-Clearing a Service Line Using Methanol
NGA-CERT-203-Recovering Blowdown Gas by Evacuation and Compression (Manufacturer Certification)
NGA-PE-203-Recovering Blowdown Gas by Evacuation and Compression
NGA-PE-20B-Investigating Leak and Odor Complaints (Outside)
NGA-PE-20C-Investigating Leak and Odor Complaints (Inside)
NGA-PE-88-Operation of a Combustible Gas Indicator
NGA-PE-20B-Investigating Leak and Odor Complaints (Outside)
NGA-PE-88-Operation of a Combustible Gas Indicator
NGA-PE-20C-Investigating Leak and Odor Complaints (Inside)
NGA-PE-88-Operation of a Combustible Gas Indicator
"NGA-PE-20D.2-Leak Classification (Grades 1, 2A, 2, and 3)"
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21-Line Locating and Mark Out
NGA-PE-21A-Line Locating and Mark Out Using a Traceable Rodder
"NGA-PE-22A-Inspecting 3rd Party Excavations for Damage Prevention, Including Root Cause Analysis"
"NGA-PE-22B-Inspecting 3rd Party Excavations for Damage Prevention, Excluding Root Cause Analysis"
NGA-PE-23/24-Inspecting the Condition of Exposed Pipe
NGA-PE-25B-Repairing a Transmission Pipe (Repair Clamp)
NGA-CERT-25C-Manufacturer Certificate (Composite Fiber Wrap)
NGA-PE-25C-Repairing a Transmission Pipe (Composite Fiber Wrap)
NGA-CERT-25D-Manufacturer Certificate (Composite Repair Sleeve)
NGA-PE-25D-Repairing a Transmission Pipe (Composite Repair Sleeve)
NGA-PE-25E-Repairing a Transmission Pipe (Hot Tap Repair)
"NGA-PE-26/27A-Inspecting, Operating, and Maintaining Transmission Valves (Including Lubricating)"
"NGA-PE-26/27B-Inspecting, Operating, and Maintaining Transmission Valves (Excluding Lubricating)"
NGA-PE-29/30A-Repairing a Distribution Pipe (Repair Clamp)
NGA-PE-29/30A-Repairing a Distribution Pipe (Repair Clamp)
NGA-PE-29/30C-Repairing a Steel and Cast Iron Distribution Pipe (Leak Repair Wrap)
NGA-PE-29/30D-Repairing a Cast Iron Bell Joint (Anaerobic Sealant)
NGA-PE-29/30E-Repairing a Cast Iron Bell Joint (Encapsulation)
NGA-PE-29/30F-Repairing a Cast Iron Bell Joint (Mechanical Clamp)
NGA-CERT-29/30G-Internal Anaerobic Sealant (Manufacturer Certification)
NGA-PE-29/30G-Repairing a Cast Iron Bell Joint (Internal Anaerobic Sealant)
NGA-PE-31B-Installation of Pipe: Installing Pipe in a Ditch
NGA-PE-31B-Installation of Pipe: Installing Pipe in a Ditch
NGA-PE-31C-Installation of Pipe: Installing Pipe by Horizontal Directional Drilling
NGA-PE-31C-Installation of Pipe: Installing Pipe by Horizontal Directional Drilling
NGA-PE-31D-Installation of Pipe: Installing Pipe by Horizontal Boring (Piercing Tools)
NGA-PE-31D-Installation of Pipe: Installing Pipe by Horizontal Boring (Piercing Tools)
NGA-PE-31E-Installation of Pipe: Installing Pipe by Dead Insertion
NGA-PE-31E-Installation of Pipe: Installing Pipe by Dead Insertion
NGA-PE-31F.1-Installation of Pipe: Installing Pipe by Vibratory Plow-Planting Pipe Method
NGA-PE-31F.1-Installation of Pipe: Installing Pipe by Vibratory Plow-Planting Pipe Method
NGA-PE-31F.2-Installation of Pipe: Installing Pipe by Vibratory Plow-Plowing Pipe Method
NGA-PE-31F.2-Installation of Pipe: Installing Pipe by Vibratory Plow-Plowing Pipe Method
NGA-PE-31G-Installation of Pipe: Installing Service Line Point of Entry Seal for Below Grade Foundation/Wall Penetration
NGA-PE-32/33A-Purging a Pipeline Into and Out of Service with Air or Inert Gas
NGA-PE-88-Operation of a Combustible Gas Indicator
NGA-PE-33B-Purging a Pipeline Out of Service with Air or Inert Gas Using a Portable Flare
NGA-PE-88-Operation of a Combustible Gas Indicator
NGA-PE-34A.1-Performing a Pressure Test with Air and Inert Gas
NGA-PE-34A.2-Performing a Pressure Test with Air Only
NGA-PE-34B.1-Performing a Pressure Test with Water
NGA-PE-34C-Performing a Riser Integrity Test on Interior Jurisdictional Piping
NGA-PE-34D-Inspecting a Pressure Recording Chart or Device for Pressure Testing
NGA-PE-35A.1-Squeeze-Off-Hydraulic
NGA-PE-35A.2-Squeeze-Off-Manual
NGA-PE-35A.3-Squeeze-Off Manual (Services Only)
NGA-PE-35B-Bagging
NGA-PE-35C.1-Stopping Gas Flow-Mueller
NGA-PE-35C.2-Stopping Gas Flow-Williamson
NGA-PE-35C.3-Stopping Gas Flow-Kleiss
NGA-PE-35C.4-Stopping Gas Flow-Mueller (Service Tee Stop Only)
NGA-PE-35D-Performing a Flow Test During Stopping Operation
NGA-PE-37A.1-Tapping Plastic Pipe with Specialized Equipment (McElroy)
NGA-PE-37A.2-Tapping Plastic Pipe with Specialized Equipment (MT Deason)
NGA-PE-37A.3-Tapping Plastic Pipe with Specialized Equipment (NUPI EloFIT)
NGA-PE-37A.4-Tapping Plastic Pipe with Specialized Equipment (Supraflow)
NGA-PE-37A.5-Tapping Plastic Pipe with Specialized Equipment (GF Central Plastics SurTap)
NGA-PE-37B.1-Tapping Low Pressure Cast Iron or Steel Pipe
NGA-PE-37C.1-Tapping Pipe Other Than Plastic with Specialized Equipment (Mueller)
NGA-PE-37C.2-Tapping Pipe Other Than Plastic with Specialized Equipment (Williamson)
NGA-PE-37C.3-Tapping Pipe Other Than Plastic with Specialized Equipment (ALH)
NGA-PE-37C.4-Tapping Pipe Other Than Plastic with Specialized Equipment (Kleiss)
NGA-PE-39-Removing a Service Tee/Fitting from Steel/Cast Iron Pipe
NGA-PE-39-Removing a Service Tee/Fitting from Steel/Cast Iron Pipe
NGA-PE-40A-Installing/Replacing Tracer Wire and Marker Balls
NGA-PE-40B-Installing/Replacing Tracer Wire Only
"NGA-PE-41/42A-Inspecting, Operating, and Maintaining Distribution Valves (Including Lubrication)"
NGA-PE-88-Operation of a Combustible Gas Indicator
"NGA-PE-41/42B-Inspecting, Operating, and Maintaining Distribution Valves (Excluding Lubrication)"
NGA-PE-88-Operation of a Combustible Gas Indicator
NGA-PE-41/42C-Operating Distribution Valves
NGA-PE-45-Customer Turn-on/Relight
NGA-PE-48-Installation of Tubing and Fittings
NGA-PE-49A-Mechanical Joining of Pipe Other than Plastic (Threaded Fittings)
NGA-PE-49B-Mechanical Joining of Pipe Other than Plastic (Flanged)
NGA-PE-49H.1-Mechanical Joining of Pipe Other Than Plastic-Nut Follower (Insulated and Non-Insulated)
NGA-PE-49H.2-Mechanical Joining of Pipe Other Than Plastic-Nut Follower (Non-Insulated Only)
NGA-PE-49I.1-Mechanical Joining of Pipe Other Than Plastic-Bolted (Insulated and Non-Insulated)
NGA-PE-49I.2-Mechanical Joining of Pipe Other Than Plastic-Bolted (Non-Insulated Only)
NGA-PE-49J.1-Mechanical Joining of Pipe Other Than Plastic-Compression (Saddle)
NGA-PE-49J.5-Mechanical Joining of Pipe Other Than Plastic-Compression (Dresser POSIHOLD)
NGA-PE-50/51/52C.1-Saddle Electrofusion
NGA-PE-50/51/52F-Saddle Fusion
NGA-PE-50/52C.2-Coupling Electrofusion
"NGA-PE-50/52D.11-Hydraulic Fusion Including 14"" and Larger Pipe (Power-Driven)"
"NGA-PE-50/52D.12-Hydraulic Fusion Excluding 14"" and Larger Pipe (Power-Driven)"
NGA-PE-50/52D.2-Hydraulic Fusion (Manual Pump)
NGA-PE-50/52E.1-Manual Butt Fusion (Coil-to-Coil)
NGA-PE-50/52E.2-Manual Butt Fusion (Coil-to-Stick)
NGA-PE-50/52G-Socket Fusion
"NGA-PE-50B.1-Joining Plastic Pipe-Mechanical-Stab Fitting (Permasert, Servi-Sert)"
NGA-PE-50B.2-Joining Plastic Pipe-Mechanical-Stab Fitting (Permasert 2.0)
NGA-PE-50B.3-Joining Plastic Pipe-Mechanical-Stab Fitting (Con-Stab)
NGA-PE-50H-Joining Plastic Pipe-Nut Follower
NGA-PE-50I-Joining Plastic Pipe-Bolted Fitting
NGA-PE-50J.1-Joining Plastic Pipe-Compression (Lycofit - Manual)
